"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Greinke, Zack","425844","R","CH","356","86.5","1759","14.4",0.7498583582755336,0.8606442598994791,231.91266883759528,258.8311964284575,"Changeup","86","615","555",-26.918527590862197,26.91852759086224,"60",10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Paxton, James","572020","L","CH","114","84.4","1924","16.4",0.7922376148033045,0.9178600251296358,114.58075749160889,106.69927080827424,"Changeup","92","135","150",7.881486683334657,7.8814866833346695,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Bumgarner, Madison","518516","L","CH","42","84.3","1515","14.8",0.8125929089661569,0.9183063434067582,122.9803628924061,99.32676001791312,"Changeup","92","120","165",23.65360287449299,23.653602874493,"-45",2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"De Los Santos, Enyel","660853","R","CH","93","87.8","1896","18.8",0.9264816015426894,0.9781050848174049,236.961461439195,251.49498481659901,"Changeup","98","600","570",-14.53352337740401,14.533523377404029,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"Suarez, Robert","663158","R","CH","149","89.7","1811","18.5",0.9480752916882427,0.9674870390054389,229.4524031031193,248.93062365144453,"Changeup","97","615","585",-19.478220548325226,19.478220548325233,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Boyd, Matthew","571510","L","CH","218","80.2","1892","15.4",0.7367162754616778,0.8121987444419015,123.8650586817435,103.03511711250718,"Changeup","81","105","150",20.829941569236325,20.829941569236325,"-45",1,45,2,30,0,45,"1:45","2:30","-0H 45M"
,"Abbott, Andrew","671096","L","CH","301","86.6","2067","18",0.8715308385734271,0.9291851659934176,140.06102747028754,122.1022793792036,"Changeup","93","75","120",17.958748091083947,17.95874809108398,"-45",1,15,2,0,0,45,"1:15","2:00","-0H 45M"
,"Brito, Jhony","666745","R","CH","419","88.8","1673","18.1",0.9443674304751765,0.9853195440225451,237.09225749251004,250.11211004056628,"Changeup","99","600","585",-13.019852548056235,13.019852548056267,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Garcia, Rico","670329","R","CH","64","85.8","2196","19.9",0.9253362790366605,0.9783775980855207,225.1583632398086,227.64776907558567,"Changeup","98","630","630",-2.489405835777063,2.4894058357770636,"0",10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Cisnero, José","542585","R","CH","74","88.8","1402","12.9",0.7650532115082276,0.7720277632297418,238.17247429698637,271.04075176186456,"Changeup","77","600","540",-32.86827746487819,32.86827746487819,"60",10,0,9,0,1,0,"10:00","9:00","+1H 00M"
,"Plassmeyer, Michael","674681","L","CH","19","83","1626","18.8",0.9494046026853663,0.8665684517299267,118.75991362615838,94.9218086022286,"Changeup","87","120","165",23.838105023929785,23.838105023929774,"-45",2,0,2,45,0,45,"2:00","2:45","-0H 45M"
,"Brogdon, Connor","641401","R","CH","234","83.2","2108","18.5",0.8522100003604228,0.975743566547727,251.79425766737376,256.12220589826575,"Changeup","98","570","570",-4.327948230891991,4.3279482308920505,"0",9,30,9,30,0,0,"9:30","9:30"," 0H 00M"
,"Rodriguez, Grayson","680570","R","CH","471","83.9","1851","13.3",0.6507640565288643,0.8391893444025854,260.24252170454463,265.6098382124412,"Changeup","84","555","555",-5.367316507896589,5.3673165078966125,"0",9,15,9,15,0,0,"9:15","9:15"," 0H 00M"
,"Wacha, Michael","608379","R","CH","727","81.6","1524","17.5",0.9164106000400293,0.8413781815394699,242.2555067396802,239.45533775830086,"Changeup","84","600","600",2.800168981379329,2.8001689813793154,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Webb, Logan","657277","R","CH","1246","87.5","1476","13.6",0.7631411575353272,0.8639987188176579,267.3607457204702,298.8603148218734,"Changeup","86","540","480",-31.499569101403154,31.499569101403186,"60",9,0,8,0,1,0,"9:00","8:00","+1H 00M"
,"DeSclafani, Anthony","543101","R","CH","131","86.5","1576","16.4",0.8755460861078503,0.9610419110282528,248.61873888971638,262.60845311828206,"Changeup","96","585","555",-13.989714228565674,13.989714228565683,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Whitlock, Garrett","676477","R","CH","288","82.7","2129","18.2",0.8279989754760363,0.9011150895104074,257.6383595809131,264.194822946776,"Changeup","90","570","555",-6.556463365862896,6.556463365862902,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Woods Richardson, Simeon","680573","R","CH","38","82","2151","20",0.8616543214959309,0.9218784725241128,227.82640839923985,226.34443505443278,"Changeup","92","630","630",1.4819733448070735,1.4819733448070687,"0",10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Varland, Louie","686973","R","CH","115","86","1547","16.1",0.8756299905150646,0.9236213269047758,227.62958142116227,250.3801802030597,"Changeup","92","630","585",-22.750598781897423,22.750598781897445,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Smith, Will","519293","L","CH","24","86.5","1904","19.3",0.9517404822519514,0.9586374536262847,144.0621881566306,127.44650539948503,"Changeup","96","75","105",16.615682757145578,16.61568275714558,"-30",1,15,1,45,0,30,"1:15","1:45","-0H 30M"
,"De León, José","592254","R","CH","68","84.9","1810","16.8",0.8502873017171619,0.9724423805498095,263.3957991526438,271.2205239169664,"Changeup","97","555","540",-7.824724764322582,7.82472476432258,"15",9,15,9,0,0,15,"9:15","9:00","+0H 15M"
,"Olson, Reese","681857","R","CH","255","87.8","2091","14.3",0.6868373854951825,0.7043713707590051,244.4568081480886,274.75550881789917,"Changeup","70","585","525",-30.298700669810557,30.298700669810522,"60",9,45,8,45,1,0,"9:45","8:45","+1H 00M"
,"Allen, Logan","671106","L","CH","254","82.8","923","4.9",0.35368424216416655,0.7793068975233384,136.8494753445636,123.77194469110239,"Changeup","78","90","105",13.077530653461196,13.077530653461201,"-15",1,30,1,45,0,15,"1:30","1:45","-0H 15M"
,"López, Pablo","641154","R","CH","620","88.3","2067","17.9",0.8676842466041017,0.8697125402189534,231.71866012335008,255.40142771095276,"Changeup","87","615","570",-23.682767587602683,23.68276758760267,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Pérez, Eury","691587","R","CH","149","89.7","1766","17.6",0.909569762630963,0.9510757695747736,220.12098550387537,237.54026808647757,"Changeup","95","645","600",-17.419282582602193,17.4192825826022,"45",10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Kikuchi, Yusei","579328","L","CH","257","88.7","1725","11.8",0.6081721572443051,0.842621181050501,143.18354934283258,122.17714554139732,"Changeup","84","75","120",21.006403801435255,21.00640380143524,"-45",1,15,2,0,0,45,"1:15","2:00","-0H 45M"
,"Latz, Jake","656641","L","CH","25","84.9","1810","16",0.783775989743436,0.9499002314462527,128.07965213873516,125.1640645732465,"Changeup","95","105","105",2.91558756548865,2.9155875654886545,"0",1,45,1,45,0,0,"1:45","1:45"," 0H 00M"
,"Garza, Justin","621057","R","CH","46","84.8","1673","17.1",0.8910886889514696,0.8959759952905167,230.5182907775839,251.8960786551345,"Changeup","90","615","570",-21.37778787755059,21.37778787755057,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Erceg, Lucas","668674","R","CH","230","90.3","1921","18.6",0.9271885923338088,0.9418779631560337,231.99615604190947,251.79201484527476,"Changeup","94","615","570",-19.79585880336529,19.795858803365267,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Miller, Bryce","682243","R","CH","115","85","2054","17.9",0.8442326458956956,0.9509920371737997,230.77115261929066,246.65750356716245,"Changeup","95","615","585",-15.88635094787179,15.886350947871806,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"McClanahan, Shane","663556","L","CH","466","86.9","1605","18.1",0.9599887120703141,0.9861485480898751,118.79517253914894,106.59879612144817,"Changeup","99","120","150",12.196376417700762,12.196376417700773,"-30",2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Plesac, Zach","668676","R","CH","56","83.6","1543","16.6",0.8533666524374561,0.9926723390821055,223.6375310960101,225.95193451138567,"Changeup","99","630","630",-2.3144034153755797,2.3144034153755992,"0",10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Dunning, Dane","641540","R","CH","415","85.7","1776","18.1",0.9192268463474631,0.9833248018025081,246.46280944899786,258.72803682163305,"Changeup","98","585","570",-12.265227372635195,12.265227372635191,"15",9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Saucedo, Tayler","642048","L","CH","199","85.9","2202","19.3",0.8788266295730564,0.9300809189202278,110.11420485304635,92.77506879093512,"Changeup","93","135","180",17.339136062111223,17.33913606211123,"-45",2,15,3,0,0,45,"2:15","3:00","-0H 45M"
,"Suárez, Ranger","624133","L","CH","366","82.9","1447","14.9",0.8292752028711825,0.9391438619724839,121.13413927067106,102.84581169041029,"Changeup","94","120","150",18.28832758026077,18.288327580260773,"-30",2,0,2,30,0,30,"2:00","2:30","-0H 30M"
,"Moran, Jovani","663558","L","CH","345","83.2","1692","16",0.8250111096012953,0.8692147281501116,142.32866400228835,115.56029648693716,"Changeup","87","75","135",26.768367515351187,26.768367515351198,"-60",1,15,2,15,1,0,"1:15","2:15","-1H 00M"
,"Gallen, Zac","668678","R","CH","380","86.9","1518","13.8",0.7768236367453153,0.8612915111128252,223.2307950500072,256.1494108407082,"Changeup","86","630","570",-32.91861579070098,32.91861579070099,"60",10,30,9,30,1,0,"10:30","9:30","+1H 00M"
,"Rodríguez, Dereck","605446","R","CH","18","83.3","948","8.2",0.5758981155212491,0.7878332402534797,230.21052730908968,257.09573313007604,"Changeup","79","615","570",-26.885205820986357,26.885205820986357,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Falter, Bailey","663559","L","CH","88","84.8","1490","15.9",0.8764827168818158,0.9118465226362981,163.04314094816976,151.68233251754938,"Changeup","91","750","60",11.36080843062038,11.360808430620358,"-30",12,30,1,0,0,30,"12:30","1:00","-0H 30M"
,"González, Victor","624647","L","CH","31","87.2","1839","15.4",0.7799957487163773,0.981942858689461,102.1057407696301,94.79819665723826,"Changeup","98","150","165",7.307544112391838,7.3075441123918194,"-15",2,30,2,45,0,15,"2:30","2:45","-0H 15M"
,"Ureña, José","570632","R","CH","186","87.4","1700","17.1",0.9171072895831773,0.9512429656676192,229.3863167613731,238.84834108637804,"Changeup","95","615","600",-9.462024325004933,9.46202432500494,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Farmer, Buck","571656","R","CH","254","87.9","1637","15.7",0.8449911558399834,0.8316388103344343,245.63910531405298,269.619591222013,"Changeup","83","585","540",-23.98048590796003,23.980485907960013,"45",9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Davis, Noah","663562","R","CH","53","84.7","1891","17.1",0.9032741413200411,0.9700082253235259,246.24036368992228,260.4629592902328,"Changeup","97","585","555",-14.222595600310513,14.2225956003105,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Nelson, Ryne","669194","R","CH","312","83.3","1713","16.3",0.845439392017987,0.9942648004846922,239.50216383382025,244.45565686230748,"Changeup","99","600","585",-4.95349302848723,4.95349302848723,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Hancock, Emerson","676106","R","CH","25","84.5","1798","17.1",0.8593286159154545,0.9625608100001639,269.1456452633905,276.127256981679,"Changeup","96","540","525",-6.981611718288491,6.981611718288538,"15",9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Gray, Sonny","543243","R","CH","171","87.9","1719","15.2",0.8038606371372744,0.8778544423625922,228.18129332663298,250.8833128935454,"Changeup","88","630","585",-22.702019566912412,22.70201956691243,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Romero, JoJo","668941","L","CH","153","85.9","1574","16.4",0.8945276877407824,0.9890315290483201,110.59235424620624,100.93459908623561,"Changeup","99","135","165",9.657755159970634,9.657755159970629,"-30",2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Ramirez, Nick","598286","L","CH","183","79.1","1583","17.5",0.8942408695974982,0.9953761886988501,115.73580492379661,105.79225561719016,"Changeup","100","135","150",9.943549306606442,9.943549306606448,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Ramirez, Yohan","670990","R","CH","24","89.8","2030","17.5",0.8653955126344622,0.9870600814136018,253.38916628409805,271.35474446518936,"Changeup","99","570","540",-17.965578181091303,17.96557818109129,"30",9,30,9,0,0,30,"9:30","9:00","+0H 30M"
,"Lambert, Peter","663567","R","CH","285","86.2","1510","13.3",0.7920397917800589,0.9837020514498709,234.2806508423423,251.3842324620852,"Changeup","98","615","570",-17.103581619742897,17.10358161974293,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Assad, Javier","665871","R","CH","68","85","1430","15.8",0.8868949321699756,0.992895736672583,229.1767368085874,239.9984542953352,"Changeup","99","615","600",-10.821717486747787,10.821717486747795,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Weissert, Greg","669711","R","CH","21","84.5","1744","18.3",0.927309899967801,0.9930250996449902,267.85318812628634,276.1539970537196,"Changeup","99","540","525",-8.300808927433252,8.300808927433238,"15",9,0,8,45,0,15,"9:00","8:45","+0H 15M"
,"Lindgren, Jeff","689167","R","CH","11","85","1964","19.7",0.9502789331274124,0.9626779486600245,244.8720635490625,261.7450749541609,"Changeup","96","585","555",-16.873011405098396,16.873011405098385,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Bieber, Shane","669456","R","CH","68","87.2","1660","16.3",0.8525262418302362,0.9798392969426443,239.78856791588578,247.5690182446044,"Changeup","98","600","585",-7.780450328718615,7.780450328718595,"15",10,0,9,45,0,15,"10:00","9:45","+0H 15M"
,"Davies, Zach","605200","R","CH","364","80.7","1769","16.5",0.8311796436010582,0.9939657931845328,246.60849713476486,250.92605569206512,"Changeup","99","585","585",-4.317558557300259,4.317558557300253,"0",9,45,9,45,0,0,"9:45","9:45"," 0H 00M"
,"Walter, Brandon","687888","L","CH","58","82.7","2231","18.5",0.8532137819815026,0.8911241363623122,81.99397860546952,90.16403624985489,"Changeup","89","195","180",-8.170057644385366,8.170057644385375,"15",3,15,3,0,0,15,"3:15","3:00","+0H 15M"
,"Senzatela, Antonio","622608","R","CH","18","87.1","2041","14",0.6453699508392503,0.6618896820149737,210.93873934641184,238.07333226353765,"Changeup","66","660","600",-27.134592917125815,27.134592917125822,"60",11,0,10,0,1,0,"11:00","10:00","+1H 00M"
,"Logue, Zach","656657","L","CH","36","84","1878","14.3",0.7621415794799361,0.9239647420815961,106.58092734145778,87.90012568797215,"Changeup","92","150","180",18.68080165348563,18.680801653485638,"-30",2,30,3,0,0,30,"2:30","3:00","-0H 30M"
,"Garrett, Braxton","666129","L","CH","195","84.2","1461","15.3",0.8480846445593812,0.8924279558904644,119.82297734635179,92.36225449823978,"Changeup","89","120","180",27.460722848112013,27.46072284811202,"-60",2,0,3,0,1,0,"2:00","3:00","-1H 00M"
,"Wesneski, Hayden","669713","R","CH","66","84.6","1579","15.6",0.8314012230406012,0.9150715126188758,243.19396971019535,264.52085889869096,"Changeup","92","600","555",-21.326889188495613,21.326889188495635,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Quantrill, Cal","615698","R","CH","171","86.1","1526","15.3",0.8337273669667109,0.9772685593799734,231.9754028524855,243.75178950449606,"Changeup","98","615","585",-11.776386652010558,11.77638665201059,"30",10,15,9,45,0,30,"10:15","9:45","+0H 30M"
,"Rucker, Michael","621074","R","CH","31","90.5","1851","14.6",0.7378022131391598,0.7842504915781443,227.76579700461426,260.9777334216575,"Changeup","78","630","555",-33.21193641704323,33.21193641704323,"75",10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Waldichuk, Ken","686610","L","CH","420","84.2","1618","17.2",0.8915148056964733,0.9848490091867822,112.23913197744547,103.46241762471135,"Changeup","98","135","150",8.776714352734118,8.776714352734109,"-15",2,15,2,30,0,15,"2:15","2:30","-0H 15M"
,"Smith, Drew","622098","R","CH","100","85.4","1866","17.5",0.8673786645602732,0.9904315212591777,242.0586714846373,240.49850002027696,"Changeup","99","600","600",1.5601714643603373,1.5601714643603142,"0",10,0,10,0,0,0,"10:00","10:00"," 0H 00M"
,"Rodríguez, José","642578","R","CH","11","87.1","1980","12.5",0.6177460788028899,0.5529768220208633,241.02555088581224,274.0745624256942,"Changeup","55","600","525",-33.049011539881946,33.049011539881924,"75",10,0,8,45,1,15,"10:00","8:45","+1H 15M"
,"Burnes, Corbin","669203","R","CH","327","89.3","2050","15.8",0.77392634990304,0.7251438272007977,215.67369882289705,247.22460566767694,"Changeup","73","645","585",-31.550906844779888,31.550906844779874,"60",10,45,9,45,1,0,"10:45","9:45","+1H 00M"
,"May, Trevor","543507","R","CH","171","87.8","1649","18.5",0.9725047696580611,0.9417699136704459,228.28034416996599,244.77870521344744,"Changeup","94","630","585",-16.498361043481452,16.498361043481417,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Garcia, Luis","677651","R","CH","27","84.4","2087","19.4",0.8920124008619819,0.9842076453668144,235.25938336366397,241.70777077058762,"Changeup","98","615","600",-6.4483874069236435,6.448387406923641,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Neal, Zach","594943","R","CH","84","82.4","1513","15.3",0.8190987577603441,0.8733423004183226,236.25836198444102,262.1757173407233,"Changeup","87","600","555",-25.917355356282258,25.917355356282236,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Anderson, Grant","681982","R","CH","26","86.9","1490","15.5",0.8743791729403917,0.8448107238809458,250.0889124622413,266.292890973789,"Changeup","84","585","540",-16.20397851154769,16.203978511547707,"45",9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Clevinger, Mike","605182","R","CH","265","86.1","1527","16.6",0.9117833373761158,0.9857373098067366,227.81969067754414,241.67866341723152,"Changeup","99","630","600",-13.858972739687374,13.858972739687388,"30",10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Englert, Mason","669438","R","CH","250","83.6","1991","15",0.718473298706959,0.6991042198048033,250.95907945716874,280.07983211832436,"Changeup","70","585","525",-29.12075266115562,29.12075266115563,"60",9,45,8,45,1,0,"9:45","8:45","+1H 00M"
,"Lange, Alex","656638","R","CH","115","89.5","1624","16.4",0.8942287853376396,0.917373212972821,244.40794916678067,265.4731345862408,"Changeup","92","585","555",-21.065185419460136,21.065185419460136,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Alexander, Scott","518397","L","CH","48","85.9","1515","12",0.6774189086896378,0.8224157618800377,128.51313597162306,101.02116276937795,"Changeup","82","105","165",27.491973202245106,27.491973202245095,"-60",1,45,2,45,1,0,"1:45","2:45","-1H 00M"
,"Loup, Aaron","571901","L","CH","141","79.6","1902","18.7",0.875874675585964,0.9893972920197747,84.45771057075618,76.41164954403082,"Changeup","99","195","210",8.046061026725354,8.046061026725353,"-15",3,15,3,30,0,15,"3:15","3:30","-0H 15M"
,"Kelly, Joe","523260","R","CH","76","89.2","2082","19.7",0.941824545595097,0.9942085477408371,251.33167675521406,255.02441178362304,"Changeup","99","570","570",-3.6927350284089755,3.6927350284089946,"0",9,30,9,30,0,0,"9:30","9:30"," 0H 00M"
,"Balazovic, Jordan","666364","R","CH","34","88.6","1492","13",0.759306975671785,0.9286047086304736,223.23064830515955,243.2875859609774,"Changeup","93","630","600",-20.056937655817848,20.05693765581785,"30",10,30,10,0,0,30,"10:30","10:00","+0H 30M"
,"Kowar, Jackson","663804","R","CH","200","86.6","2387","17.6",0.7953702328304636,0.8576634587842792,258.913521811496,263.0040069794756,"Changeup","86","555","555",-4.09048516797958,4.090485167979555,"0",9,15,9,15,0,0,"9:15","9:15"," 0H 00M"
,"Almonte, Yency","622075","R","CH","52","88.9","1873","18.4",0.9187509982468132,0.9827076957482928,245.134771545945,258.8799083247857,"Changeup","98","585","555",-13.745136778840674,13.745136778840703,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
,"Wilson, Steven","621051","R","CH","28","84.9","2076","18.5",0.8659297418286199,0.9929114991431864,243.89056915039342,253.49397593921077,"Changeup","99","585","570",-9.603406788817352,9.603406788817354,"15",9,45,9,30,0,15,"9:45","9:30","+0H 15M"
,"Scholtens, Jesse","669947","R","CH","49","85.5","1366","11.1",0.6546781805036903,0.7695657824075919,198.11978539588569,234.83099740527084,"Changeup","77","690","615",-36.71121200938515,36.71121200938512,"75",11,30,10,15,1,15,"11:30","10:15","+1H 15M"
,"Santos, Gregory","666619","R","CH","15","93.2","2121","13.3",0.6455906310290016,0.6610349131034708,226.87581748108516,264.00641698836915,"Changeup","66","630","555",-37.13059950728399,37.13059950728396,"75",10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Bello, Brayan","678394","R","CH","626","86.2","1771","17.4",0.8724659521037598,0.9926656298206191,253.13933966123255,265.3729414676542,"Changeup","99","570","555",-12.233601806421632,12.233601806421616,"15",9,30,9,15,0,15,"9:30","9:15","+0H 15M"
,"Morejon, Adrian","670970","L","CH","14","89.2","1778","16.9",0.881034821661551,0.9913146428068224,135.96809742889462,128.59375817308768,"Changeup","99","90","105",7.3743392558069445,7.374339255806932,"-15",1,30,1,45,0,15,"1:30","1:45","-0H 15M"
,"Hjelle, Sean","663546","R","CH","15","89.6","1807","16.2",0.8204932325364849,0.8008613306939945,235.16697077756197,263.50876659744955,"Changeup","80","615","555",-28.34179581988758,28.341795819887576,"60",10,15,9,15,1,0,"10:15","9:15","+1H 00M"
,"Gaddis, Hunter","683769","R","CH","124","81.2","1973","19.2",0.8939391494329769,0.9868323290218879,237.86870150193954,235.197324206532,"Changeup","99","600","615",2.6713772954075523,2.6713772954075354,"-15",10,0,10,15,0,15,"10:00","10:15","-0H 15M"
,"Bradley, Taj","671737","R","CH","234","89.3","1445","11.9",0.6825873132999203,0.7539536802259058,201.89614486934514,237.2025868455935,"Changeup","75","675","600",-35.30644197624835,35.306441976248344,"75",11,15,10,0,1,15,"11:15","10:00","+1H 15M"
,"Nogosek, Stephen","668665","R","CH","19","86.8","1516","15.3",0.8284046853426846,0.9184195396643445,220.52791186744102,243.43452694084291,"Changeup","92","645","600",-22.906615073401895,22.906615073401863,"45",10,45,10,0,0,45,"10:45","10:00","+0H 45M"
,"Hader, Josh","623352","L","CH","34","88.6","1641","16.3",0.8811878468647149,0.9422062808831915,113.965357421643,119.37343492935896,"Changeup","94","135","120",-5.408077507715959,5.408077507715966,"15",2,15,2,0,0,15,"2:15","2:00","+0H 15M"
,"Wood, Alex","622072","L","CH","429","85.1","1692","15.9",0.8179722431128352,0.967613659496538,86.94603065998248,82.22727826130114,"Changeup","97","180","195",4.718752398681346,4.718752398681334,"-15",3,0,3,15,0,15,"3:00","3:15","-0H 15M"
,"Rogers, Trevor","669432","L","CH","69","85.6","1393","15.6",0.8692081343499038,0.898822921961718,114.60506792746818,88.04579959787854,"Changeup","90","135","180",26.559268329589642,26.559268329589656,"-45",2,15,3,0,0,45,"2:15","3:00","-0H 45M"
,"Reid-Foley, Sean","656887","R","CH","23","88.8","1380","9.5",0.5699349310992328,0.7247421164673646,224.7584450186872,260.41771509164107,"Changeup","72","630","555",-35.65927007295386,35.659270072953895,"75",10,30,9,15,1,15,"10:30","9:15","+1H 15M"
,"Bradish, Kyle","680694","R","CH","214","90.8","1384","14.6",0.8645221977101558,0.9855614673808839,229.36584124653507,242.94960581163843,"Changeup","99","615","600",-13.583764565103365,13.583764565103339,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Devenski, Chris","606965","R","CH","316","83.3","1617","17",0.8902947087571875,0.911167095178975,232.40411119394489,255.5420033259681,"Changeup","91","615","570",-23.13789213202321,23.137892132023246,"45",10,15,9,30,0,45,"10:15","9:30","+0H 45M"
,"Kopech, Michael","656629","R","CH","171","88.7","1797","16.7",0.8666738329467254,0.9160706911574196,222.0677955967086,247.31343848569088,"Changeup","92","630","585",-25.245642888982275,25.245642888982285,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Fleming, Josh","676596","L","CH","205","82.9","1661","15.4",0.7802167700109498,0.8292127480851108,105.90909149336497,74.6544293950323,"Changeup","83","150","210",31.254662098332673,31.254662098332677,"-60",2,30,3,30,1,0,"2:30","3:30","-1H 00M"
,"Stallings, Jacob","607732","R","CH","32","53.5","1500","20",0.8747183649725235,0.9845885348942504,230.86826046038607,225.75046957720463,"Changeup","98","615","630",5.117790883181442,5.117790883181383,"-15",10,15,10,30,0,15,"10:15","10:30","-0H 15M"
,"Murphy, Chris","669684","L","CH","53","84.9","1734","16.6",0.8379888693846036,0.9833662205749721,118.33890352505321,115.36741282675149,"Changeup","98","120","135",2.9714906983017215,2.9714906983017286,"-15",2,0,2,15,0,15,"2:00","2:15","-0H 15M"
,"Wright, Kyle","657140","R","CH","36","88.3","1496","14.6",0.8260342043710606,0.9271360580775743,251.2425889735389,272.43025726762056,"Changeup","93","585","540",-21.187668294081675,21.187668294081718,"45",9,45,9,0,0,45,"9:45","9:00","+0H 45M"
,"Peralta, Freddy","642547","R","CH","411","88.6","1708","15.4",0.8144506897985125,0.9370962280723497,239.5053921247599,257.1793330341756,"Changeup","94","600","570",-17.673940909415705,17.673940909415673,"30",10,0,9,30,0,30,"10:00","9:30","+0H 30M"
,"VerHagen, Drew","572403","R","CH","111","88.5","1569","8.8",0.4878377107159927,0.6297722937353756,209.83242775767286,239.91969780933238,"Changeup","63","660","600",-30.087270051659516,30.08727005165948,"60",11,0,10,0,1,0,"11:00","10:00","+1H 00M"
,"Williamson, Brandon","682227","L","CH","318","84","1734","16.2",0.8421454812809698,0.9877404470525628,110.41174740918707,100.22991478033836,"Changeup","99","135","165",10.18183262884871,10.181832628848692,"-30",2,15,2,45,0,30,"2:15","2:45","-0H 30M"
,"Junk, Janson","676083","R","CH","12","84.6","1318","9.5",0.5712338279691805,0.8371033673628829,223.0282725480427,248.17263745602614,"Changeup","84","630","585",-25.14436490798343,25.14436490798342,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Lyles, Jordan","543475","R","CH","296","85.5","1680","15.3",0.8070220035244097,0.9110012450433904,228.02311551380433,250.4794248990785,"Changeup","91","630","585",-22.45630938527418,22.45630938527414,"45",10,30,9,45,0,45,"10:30","9:45","+0H 45M"
,"Hernández, Jonathan","642546","R","CH","49","90","2162","20.4",0.9645341705186887,0.9483886643869704,240.3323714921368,260.09646227966255,"Changeup","95","600","555",-19.76409078752576,19.764090787525724,"45",10,0,9,15,0,45,"10:00","9:15","+0H 45M"
,"Barria, Jaime","642545","R","CH","169","84.7","1528","17.2",0.9294983383401179,0.9934676072424611,228.85584802887047,239.31318792005123,"Changeup","99","615","600",-10.457339891180766,10.457339891180759,"15",10,15,10,0,0,15,"10:15","10:00","+0H 15M"
,"Young, Alex","622065","L","CH","288","85.7","1487","12.7",0.7128923965070472,0.8240566061096365,122.38000733970864,89.70929399093531,"Changeup","82","120","180",32.67071334877333,32.670713348773326,"-60",2,0,3,0,1,0,"2:00","3:00","-1H 00M"
,"Richardson, Lyon","680689","R","CH","86","88","1733","15.8",0.847034007422665,0.930727266425155,246.23524513703373,264.22657890113805,"Changeup","93","585","555",-17.991333764104326,17.991333764104347,"30",9,45,9,15,0,30,"9:45","9:15","+0H 30M"
